Player,Id,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTS36M,OFFR,OFFR36M,DEFR,DEFR36M,OFFDEFRATE,ASTPERD,BLKPF,RATE,RATETOT,FGA20P,MP10R,MP10A,MP20P
E'Twaun Moore,mooreet01,SG,31,PHO,27,1,14.4,2.0,4.5,0.455,0.4,1.3,0.314,1.6,3.2,0.512,0.5,0.4,0.5,0.857,0.5,1.1,1.7,1.5,0.6,0.2,0.9,1.2,4.9,12.2,3.5,8.8,0.7,1.7,10.5,1.7,0.2,4.2,113.0,18.4,84.7,96.0,58.8
Ja Morant,moranja01,PG,21,MEM,63,63,32.6,6.8,15.2,0.449,1.2,3.8,0.303,5.7,11.4,0.499,0.48700000000000004,4.3,5.9,0.728,0.9,3.1,4.0,7.4,0.9,0.2,3.2,1.4,19.1,21.1,15.8,17.4,2.8,3.1,20.5,2.3,0.1,17.0,1071.0,15.9,81.5,44.1,34.1
Juwan Morgan,morgaju01,PF,23,UTA,29,0,5.1,0.5,1.0,0.467,0.1,0.4,0.308,0.3,0.6,0.588,0.5329999999999999,0.1,0.2,0.429,0.3,0.7,1.0,0.3,0.1,0.0,0.1,0.7,1.2,8.5,1.2,8.5,0.1,0.7,9.2,3.0,0.0,1.2,35.0,16.7,51.0,170.0,85.0
Marcus Morris,morrima03,PF,31,LAC,57,29,26.4,4.8,10.2,0.473,2.5,5.2,0.473,2.4,5.1,0.47200000000000003,0.5920000000000001,1.3,1.6,0.82,0.6,3.5,4.1,1.0,0.6,0.3,1.0,2.1,13.4,18.3,8.6,11.7,2.3,3.1,14.8,1.0,0.1,10.6,604.0,15.2,64.4,264.0,39.4
Markieff Morris,morrima02,PF,31,LAL,61,27,19.7,2.5,6.2,0.405,1.1,3.4,0.311,1.4,2.8,0.521,0.491,0.6,0.8,0.72,0.8,3.6,4.4,1.2,0.4,0.3,0.9,1.7,6.7,12.2,4.1,7.5,2.6,4.8,12.3,1.3,0.2,6.5,396.0,18.5,44.8,164.2,58.8
Monte Morris,morrimo01,PG,25,DEN,47,13,25.4,4.0,8.2,0.48100000000000004,1.1,2.9,0.381,2.9,5.4,0.534,0.547,1.2,1.6,0.795,0.2,1.8,2.0,3.2,0.7,0.3,0.7,1.0,10.2,14.5,8.7,12.3,1.8,2.6,14.9,4.6,0.3,10.1,475.0,16.1,127.0,79.4,49.8
Mychal Mulder,muldemy01,PG,26,GSW,60,6,12.8,2.0,4.4,0.449,1.4,3.6,0.397,0.6,0.9,0.667,0.609,0.2,0.4,0.636,0.1,0.9,1.0,0.4,0.2,0.2,0.3,0.9,5.6,15.7,3.4,9.6,0.4,1.1,10.7,1.3,0.2,3.6,216.0,15.7,128.0,320.0,45.7
Dejounte Murray,murrade01,PG,24,SAS,67,67,31.9,6.6,14.5,0.45299999999999996,0.9,3.0,0.317,5.6,11.6,0.488,0.485,1.6,2.0,0.7909999999999999,0.9,6.2,7.1,5.4,1.5,0.1,1.7,2.0,15.7,17.7,12.4,14.0,5.8,6.5,20.5,3.2,0.0,17.8,1193.0,18.5,44.9,59.1,40.6
Jamal Murray,murraja01,PG,23,DEN,48,48,35.5,7.9,16.5,0.47700000000000004,2.7,6.6,0.408,5.2,9.9,0.523,0.5589999999999999,2.8,3.2,0.8690000000000001,0.8,3.3,4.0,4.8,1.3,0.3,2.3,2.0,21.2,21.5,15.9,16.1,2.9,2.9,19.0,2.1,0.2,18.3,878.0,15.6,88.8,74.0,33.5
Mike Muscala,muscami01,C,29,OKC,35,0,18.4,3.4,7.6,0.446,1.9,5.3,0.37,1.5,2.4,0.614,0.573,0.9,1.0,0.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,1.5,9.7,19.0,6.2,12.1,2.2,4.3,16.4,1.3,0.2,8.4,294.0,15.7,48.4,230.0,37.9
Sviatoslav Mykhailiuk,mykhasv01,SF-SG,23,TOT,66,14,20.1,3.2,7.7,0.41100000000000003,1.6,4.8,0.33399999999999996,1.6,2.9,0.536,0.515,0.6,0.8,0.76,0.4,2.1,2.5,1.7,0.8,0.2,1.3,1.0,8.5,15.2,4.8,8.6,2.1,3.8,12.4,1.3,0.2,6.7,442.0,18.1,80.4,118.2,47.3
Sviatoslav Mykhailiuk,mykhasv01,SF,23,DET,36,5,17.6,2.3,6.2,0.377,1.6,4.8,0.33299999999999996,0.8,1.4,0.519,0.504,0.7,0.8,0.8,0.3,1.8,2.1,1.6,0.8,0.2,1.1,0.9,6.9,14.1,3.8,7.8,1.9,3.9,11.7,1.5,0.2,5.6,202.0,18.0,83.8,110.0,51.0
Sviatoslav Mykhailiuk,mykhasv01,SG,23,OKC,30,9,23.0,4.1,9.4,0.43799999999999994,1.6,4.8,0.336,2.5,4.7,0.5429999999999999,0.523,0.5,0.7,0.7,0.4,2.5,3.0,1.8,0.8,0.2,1.6,1.0,10.3,16.1,5.6,8.8,2.5,3.9,12.7,1.1,0.2,8.0,240.0,18.3,76.7,127.8,44.7
Abdel Nader,naderab01,SF,27,PHO,24,0,14.8,2.4,4.8,0.491,0.8,1.8,0.419,1.6,3.0,0.534,0.569,1.2,1.5,0.757,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4,6.7,16.3,4.6,11.2,1.7,4.1,15.3,1.0,0.3,6.0,144.0,14.3,56.9,185.0,44.2
Larry Nance Jr.,nancela02,PF,28,CLE,35,27,31.2,3.7,7.8,0.47100000000000003,1.2,3.3,0.36,2.5,4.5,0.551,0.546,0.9,1.4,0.612,1.5,5.2,6.7,3.1,1.7,0.5,1.6,2.1,9.3,10.7,8.2,9.5,5.3,6.1,15.6,1.9,0.2,13.0,455.0,16.8,46.6,100.6,67.1
Aaron Nesmith,nesmiaa01,SF,21,BOS,46,1,14.5,1.7,3.9,0.43799999999999994,0.9,2.3,0.37,0.8,1.5,0.5429999999999999,0.551,0.5,0.6,0.7859999999999999,0.6,2.2,2.8,0.5,0.3,0.2,0.5,1.9,4.7,11.7,3.1,7.7,0.8,2.0,9.7,1.0,0.1,3.8,175.0,16.6,51.8,290.0,61.7
Raul Neto,netora01,PG,28,WAS,64,22,21.9,3.3,7.0,0.46799999999999997,1.0,2.6,0.39,2.3,4.4,0.512,0.539,1.2,1.3,0.882,0.4,2.0,2.4,2.3,1.1,0.1,0.8,1.7,8.7,14.3,6.9,11.3,1.5,2.5,13.8,2.9,0.1,8.3,531.0,16.1,91.2,95.2,50.3
Georges Niang,niangge01,PF,27,UTA,72,10,16.0,2.5,5.6,0.43700000000000006,1.7,4.1,0.425,0.7,1.6,0.469,0.59,0.3,0.3,0.9570000000000001,0.4,2.1,2.4,0.8,0.3,0.1,0.7,1.6,6.9,15.5,4.3,9.7,0.9,2.0,11.7,1.1,0.1,5.1,367.0,16.2,66.7,200.0,46.4
Zeke Nnaji,nnajize01,PF,20,DEN,42,1,9.5,1.2,2.5,0.48100000000000004,0.6,1.4,0.40700000000000003,0.6,1.1,0.578,0.596,0.3,0.4,0.8,0.3,1.2,1.5,0.2,0.2,0.1,0.2,0.7,3.2,12.1,2.2,8.3,0.8,3.0,11.3,1.0,0.1,2.9,122.0,15.6,63.3,475.0,59.4
Nerlens Noel,noelne01,C,26,NYK,64,41,24.2,2.1,3.5,0.614,0.0,0.0,0.0,2.1,3.4,0.623,0.614,0.8,1.1,0.7140000000000001,2.2,4.2,6.4,0.7,1.1,2.2,1.0,2.8,5.1,7.6,5.6,8.3,4.7,7.0,15.3,0.7,0.8,10.0,640.0,13.7,37.8,345.7,94.9
Jaylen Nowell,nowelja01,SG,21,MIN,42,0,18.1,3.4,8.0,0.424,1.2,3.6,0.33299999999999996,2.2,4.4,0.49700000000000005,0.499,1.1,1.3,0.818,0.5,1.8,2.3,1.5,0.5,0.3,0.7,1.7,9.0,17.9,5.7,11.3,0.9,1.8,13.1,2.1,0.2,6.4,269.0,17.8,78.7,120.7,40.2
Frank Ntilikina,ntilila01,PG,22,NYK,33,4,9.8,0.9,2.4,0.36700000000000005,0.7,1.5,0.479,0.2,0.9,0.19399999999999998,0.513,0.2,0.5,0.444,0.2,0.8,0.9,0.6,0.5,0.1,0.3,1.4,2.7,9.9,1.7,6.2,0.0,0.0,6.2,2.0,0.1,1.3,43.0,17.8,108.9,163.3,72.6
Kendrick Nunn,nunnke01,PG,25,MIA,56,44,29.5,5.7,11.8,0.485,2.2,5.7,0.381,3.5,6.0,0.583,0.578,1.0,1.1,0.9329999999999999,0.4,2.8,3.2,2.6,0.9,0.3,1.4,1.9,14.6,17.8,10.1,12.3,2.1,2.6,14.9,1.9,0.2,12.1,678.0,16.2,92.2,113.5,40.4
James Nunnally,nunnaja01,SF,30,NOP,9,0,5.3,0.6,1.4,0.385,0.4,1.3,0.33299999999999996,0.1,0.1,1.0,0.5379999999999999,0.1,0.2,0.5,0.2,0.8,1.0,0.3,0.0,0.0,0.2,0.1,1.7,11.5,1.2,8.2,0.7,4.8,13.0,1.5,0.0,1.8,16.0,16.5,53.0,176.7,62.4
Jusuf Nurkic,nurkiju01,C,26,POR,37,37,23.8,4.6,9.0,0.514,0.3,0.8,0.4,4.3,8.2,0.525,0.532,1.9,3.1,0.619,2.3,6.6,9.0,3.4,1.0,1.1,2.0,2.8,11.5,17.4,10.8,16.3,5.9,8.9,25.2,1.7,0.4,15.6,577.0,15.7,26.4,70.0,41.4
David Nwaba,nwabada01,SF,28,HOU,30,9,22.6,3.5,7.3,0.486,0.6,2.1,0.27,3.0,5.2,0.574,0.525,1.6,2.3,0.691,1.3,2.6,3.9,1.0,1.0,0.7,0.6,2.0,9.2,14.7,7.1,11.3,2.3,3.7,15.0,1.7,0.4,8.7,261.0,15.9,57.9,226.0,49.1
Jordan Nwora,nworajo01,SF,22,MIL,30,2,9.1,2.1,4.5,0.45899999999999996,0.9,2.1,0.452,1.1,2.4,0.466,0.563,0.6,0.8,0.76,0.3,1.7,2.0,0.2,0.5,0.2,0.8,0.7,5.7,22.5,3.0,11.9,1.7,6.7,18.6,0.2,0.3,4.5,135.0,15.8,45.5,455.0,31.9
Royce O'Neale,onealro01,SF,27,UTA,71,71,31.6,2.5,5.5,0.444,1.5,3.9,0.385,1.0,1.6,0.586,0.58,0.5,0.6,0.848,1.2,5.6,6.8,2.5,0.8,0.5,1.2,2.6,7.0,8.0,6.5,7.4,4.3,4.9,12.3,2.1,0.2,10.7,760.0,15.7,46.5,126.4,90.3
Semi Ojeleye,ojelese01,PF,26,BOS,56,15,17.0,1.6,3.9,0.40299999999999997,1.0,2.8,0.36700000000000005,0.6,1.1,0.49200000000000005,0.534,0.4,0.6,0.75,0.6,2.1,2.6,0.7,0.3,0.0,0.4,1.0,4.6,9.7,3.2,6.8,1.4,3.0,9.8,1.7,0.0,4.3,241.0,17.0,65.4,242.9,73.9
Jahlil Okafor,okafoja01,C,25,DET,27,2,12.9,2.3,3.8,0.618,0.1,0.3,0.222,2.3,3.4,0.6559999999999999,0.627,0.6,0.9,0.708,0.9,1.6,2.4,0.5,0.2,0.2,0.8,1.4,5.4,15.1,4.5,12.6,0.6,1.7,14.3,0.6,0.1,4.7,127.0,14.1,53.8,258.0,47.8
Chuma Okeke,okekech01,PF,22,ORL,45,19,25.2,3.0,7.2,0.41700000000000004,1.1,3.1,0.348,1.9,4.1,0.47,0.49200000000000005,0.7,0.9,0.75,0.9,3.1,4.0,2.2,1.1,0.5,0.8,1.1,7.8,11.1,5.9,8.4,3.6,5.1,13.5,2.8,0.5,9.3,419.0,18.5,63.0,114.5,64.6
Josh Okogie,okogijo01,SG,22,MIN,59,37,20.3,1.7,4.3,0.402,0.5,1.8,0.26899999999999996,1.2,2.5,0.5,0.45899999999999996,1.4,1.8,0.769,1.1,1.6,2.6,1.1,0.9,0.5,0.7,2.1,5.4,9.6,4.3,7.6,0.9,1.6,9.2,1.6,0.2,4.7,277.0,15.9,78.1,184.5,75.2
Onyeka Okongwu,okongon01,C,20,ATL,50,4,12.0,1.9,3.0,0.644,0.0,0.1,0.0,1.9,2.9,0.6579999999999999,0.644,0.7,1.1,0.632,1.2,2.0,3.3,0.4,0.5,0.7,0.6,2.0,4.6,13.8,4.5,13.5,1.2,3.6,17.1,0.7,0.4,5.4,270.0,13.0,36.4,300.0,52.2
Isaac Okoro,okorois01,SG,20,CLE,67,67,32.4,3.5,8.3,0.42,0.9,3.2,0.29,2.6,5.1,0.501,0.47600000000000003,1.7,2.3,0.726,1.0,2.1,3.1,1.9,0.9,0.4,1.3,2.8,9.6,10.7,6.4,7.1,0.6,0.7,7.8,1.5,0.1,6.4,429.0,17.3,104.5,170.5,67.5
KZ Okpala,okpalkz01,PF,21,MIA,37,9,12.1,1.0,2.6,0.375,0.3,1.4,0.24,0.6,1.2,0.522,0.43799999999999994,0.2,0.4,0.5329999999999999,0.6,1.3,1.8,0.5,0.3,0.3,0.4,1.6,2.5,7.4,1.6,4.8,0.3,0.9,5.7,1.2,0.2,1.6,59.0,20.8,67.2,242.0,96.8
Victor Oladipo,oladivi01,SG,28,TOT,33,33,32.7,7.1,17.5,0.408,2.4,7.2,0.326,4.8,10.2,0.466,0.47600000000000003,3.2,4.2,0.754,0.4,4.5,4.8,4.6,1.4,0.4,2.5,2.5,19.8,21.8,11.9,13.1,3.8,4.2,17.3,1.8,0.2,14.6,482.0,17.7,68.1,71.1,33.0
Victor Oladipo,oladivi01,SG,28,IND,9,9,33.3,7.1,16.9,0.42100000000000004,2.8,7.7,0.36200000000000004,4.3,9.2,0.47,0.503,3.0,4.1,0.73,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6,20.0,21.6,12.5,13.5,4.9,5.3,18.8,2.1,0.1,16.3,147.0,16.9,58.4,79.3,33.3
Victor Oladipo,oladivi01,SG,28,HOU,20,20,33.5,7.8,19.1,0.40700000000000003,2.5,7.7,0.32,5.3,11.4,0.465,0.47100000000000003,3.3,4.2,0.7829999999999999,0.4,4.4,4.8,5.0,1.2,0.5,2.6,2.3,21.2,22.8,12.7,13.6,3.8,4.1,17.7,1.9,0.2,15.6,312.0,18.0,69.8,67.0,31.6
Victor Oladipo,oladivi01,SG,28,MIA,4,4,27.8,4.0,10.8,0.37200000000000005,1.0,4.3,0.235,3.0,6.5,0.462,0.419,3.0,4.5,0.667,0.8,2.8,3.5,3.5,1.8,0.5,3.5,3.3,12.0,15.5,6.0,7.8,1.8,2.3,10.1,1.0,0.2,6.2,25.0,18.0,79.4,79.4,46.3
Cameron Oliver,oliveca01,SF,24,HOU,4,0,21.8,4.8,8.3,0.5760000000000001,1.0,3.3,0.308,3.8,5.0,0.75,0.636,0.3,1.0,0.25,1.3,4.0,5.3,1.3,0.5,1.0,0.8,2.8,10.8,17.8,9.1,15.0,2.7,4.5,19.5,1.6,0.4,11.1,44.0,15.4,41.1,167.7,40.4
Kelly Olynyk,olynyke01,C-PF,29,TOT,70,62,28.5,4.8,10.0,0.484,1.8,5.3,0.342,3.0,4.7,0.6409999999999999,0.574,2.1,2.5,0.8290000000000001,1.2,5.7,7.0,2.9,1.1,0.6,1.8,3.0,13.5,17.1,10.6,13.4,4.4,5.6,19.0,1.6,0.2,14.7,1029.0,14.8,40.7,98.3,42.2
Kelly Olynyk,olynyke01,C,29,MIA,43,38,26.9,3.8,8.7,0.431,1.8,5.7,0.317,2.0,3.1,0.639,0.5329999999999999,0.7,0.9,0.775,1.0,5.0,6.1,2.1,0.9,0.6,1.3,2.9,10.0,13.4,6.9,9.2,3.6,4.8,14.0,1.6,0.2,10.4,447.0,17.4,44.1,128.1,53.8
Kelly Olynyk,olynyke01,PF,29,HOU,27,24,31.1,6.5,11.9,0.545,1.8,4.6,0.392,4.7,7.3,0.643,0.621,4.2,5.0,0.8440000000000001,1.6,6.9,8.4,4.1,1.4,0.6,2.6,3.1,19.0,22.0,16.7,19.3,5.8,6.7,26.0,1.6,0.2,21.6,583.0,12.5,37.0,75.9,32.7
Miye Oni,onimi01,SG,23,UTA,54,0,9.6,0.6,1.8,0.354,0.6,1.6,0.341,0.1,0.2,0.455,0.505,0.1,0.1,0.833,0.4,1.1,1.6,0.5,0.2,0.1,0.3,1.1,1.9,7.1,1.3,4.9,0.3,1.1,6.0,1.7,0.1,1.7,92.0,18.9,60.0,192.0,101.1
Cedi Osman,osmande01,SF,25,CLE,59,26,25.6,3.7,9.9,0.374,1.7,5.5,0.306,2.0,4.4,0.45799999999999996,0.45799999999999996,1.3,1.6,0.8,0.6,2.8,3.4,2.9,0.9,0.2,1.4,2.0,10.4,14.6,6.3,8.9,1.9,2.7,11.6,2.1,0.1,7.9,466.0,19.0,75.3,88.3,49.2
Daniel Oturu,oturuda01,C,21,LAC,30,0,5.4,0.7,1.7,0.423,0.0,0.2,0.2,0.7,1.6,0.447,0.433,0.3,0.4,0.75,0.7,0.9,1.6,0.3,0.1,0.2,0.3,0.8,1.8,12.0,1.5,10.0,0.4,2.7,12.7,1.0,0.2,1.8,54.0,18.9,33.8,180.0,60.0
Kelly Oubre Jr.,oubreke01,SF,25,GSW,55,50,30.7,5.8,13.2,0.439,1.6,5.2,0.316,4.1,8.0,0.519,0.501,2.2,3.2,0.695,1.5,4.5,6.0,1.3,1.0,0.8,1.3,2.2,15.4,18.1,9.5,11.1,4.1,4.8,15.9,1.0,0.4,12.6,693.0,17.1,51.2,236.2,39.9
Jabari Parker,parkeja01,PF,25,TOT,13,0,12.7,2.3,4.2,0.545,0.2,0.8,0.182,2.2,3.4,0.636,0.564,0.8,1.0,0.769,0.8,2.5,3.2,0.8,0.1,0.4,0.8,1.0,5.5,15.6,4.4,12.5,2.0,5.7,18.2,1.0,0.4,6.1,79.0,15.3,39.7,158.7,46.2
Jabari Parker,parkeja01,PF,25,SAC,3,0,9.0,1.3,2.3,0.5710000000000001,0.0,0.3,0.0,1.3,2.0,0.667,0.5710000000000001,0.0,0.0,,0.3,1.7,2.0,0.3,0.0,0.3,1.0,1.3,2.7,10.8,1.3,5.2,0.7,2.8,8.0,0.3,0.2,2.0,6.0,17.0,45.0,300.0,66.7
Jabari Parker,parkeja01,PF,25,BOS,10,0,13.8,2.6,4.8,0.542,0.2,1.0,0.2,2.4,3.8,0.632,0.563,1.0,1.3,0.769,0.9,2.7,3.6,1.0,0.1,0.4,0.7,0.9,6.4,16.7,5.4,14.1,2.3,6.0,20.1,1.4,0.4,7.4,74.0,15.0,38.3,138.0,43.1
Eric Paschall,pascher01,PF,24,GSW,40,2,17.4,3.7,7.5,0.49700000000000005,0.5,1.4,0.33299999999999996,3.3,6.1,0.5329999999999999,0.527,1.7,2.4,0.713,0.7,2.5,3.2,1.3,0.3,0.2,1.1,1.7,9.5,19.7,6.6,13.7,1.3,2.7,16.4,1.2,0.1,7.2,288.0,15.8,54.4,133.8,36.6
Anejs Pasecciks,pasecan01,C,25,WAS,1,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,-4.0,-24.0,-2.0,-12.0,-36.0,0.2,0.0,-6.0,-6.0,inf,60.0,60.0,inf
Patrick Patterson,pattepa01,PF,31,LAC,38,5,15.3,1.9,4.3,0.436,1.1,2.9,0.35700000000000004,0.8,1.4,0.604,0.5579999999999999,0.3,0.4,0.765,0.5,1.5,2.0,0.8,0.4,0.2,0.3,1.2,5.2,12.2,3.8,8.9,0.9,2.1,11.0,2.7,0.2,4.6,175.0,16.5,76.5,191.2,58.8
Justin Patton,pattoju01,C,23,HOU,13,6,19.0,2.2,5.4,0.414,0.7,2.6,0.265,1.5,2.8,0.556,0.479,0.2,0.3,0.75,1.1,2.7,3.8,1.1,0.9,1.1,0.3,2.6,5.4,10.2,4.1,7.8,2.1,4.0,11.8,3.7,0.4,6.1,79.0,20.0,50.0,172.7,70.4
Chris Paul,paulch01,PG,35,PHO,70,70,31.4,6.3,12.6,0.499,1.5,3.7,0.395,4.8,8.9,0.5429999999999999,0.557,2.4,2.6,0.934,0.4,4.1,4.5,8.9,1.4,0.3,2.2,2.4,16.4,18.8,17.2,19.7,3.4,3.9,23.6,4.0,0.1,20.4,1428.0,15.4,69.8,35.3,38.3
Cameron Payne,payneca01,PG,26,PHO,60,1,18.0,3.2,6.6,0.484,1.2,2.8,0.44,2.0,3.8,0.515,0.5760000000000001,0.8,0.9,0.893,0.3,2.1,2.4,3.6,0.6,0.3,1.0,1.6,8.4,16.8,7.9,15.8,1.4,2.8,18.6,3.6,0.2,9.2,552.0,15.7,75.0,50.0,42.9
Elfrid Payton,paytoel01,PG,26,NYK,63,63,23.6,4.3,9.9,0.43200000000000005,0.4,1.6,0.28600000000000003,3.8,8.3,0.46,0.455,1.2,1.7,0.682,1.0,2.4,3.4,3.2,0.7,0.1,1.6,1.8,10.1,15.4,7.1,10.8,1.4,2.1,12.9,2.0,0.1,8.0,504.0,19.6,69.4,73.8,46.7
Gary Payton II,paytoga02,PG,28,GSW,10,0,4.0,1.0,1.3,0.769,0.2,0.4,0.5,0.8,0.9,0.889,0.846,0.3,0.4,0.75,0.2,0.9,1.1,0.1,0.6,0.1,0.1,0.8,2.5,22.5,2.4,21.6,0.8,7.2,28.8,1.0,0.1,3.1,31.0,10.4,36.4,400.0,32.0
Norvel Pelle,pelleno01,C,27,TOT,13,0,6.5,0.6,1.2,0.5329999999999999,0.0,0.0,,0.6,1.2,0.5329999999999999,0.5329999999999999,0.3,0.5,0.667,0.5,1.0,1.5,0.2,0.1,0.7,0.2,1.1,1.5,8.3,1.4,7.8,0.7,3.9,11.7,1.0,0.6,1.9,25.0,16.0,43.3,325.0,86.7
Norvel Pelle,pelleno01,C,27,BRK,3,0,9.3,1.0,2.3,0.429,0.0,0.0,,1.0,2.3,0.429,0.429,0.0,0.0,,1.0,1.3,2.3,0.0,0.0,1.0,1.0,3.0,2.0,7.7,0.7,2.7,-0.7,-2.7,0.0,0.0,0.3,0.0,0.0,23.0,40.4,inf,93.0
Norvel Pelle,pelleno01,C,27,SAC,1,0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,3.0,4.0,0.75,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,27.0,4.0,36.0,-1.0,-9.0,27.0,inf,0.0,2.0,2.0,6.7,40.0,40.0,26.7
Norvel Pelle,pelleno01,C,27,NYK,9,0,5.8,0.6,0.8,0.7140000000000001,0.0,0.0,,0.6,0.8,0.7140000000000001,0.7140000000000001,0.1,0.2,0.5,0.2,1.0,1.2,0.1,0.1,0.7,0.0,0.4,1.2,7.4,1.3,8.1,1.4,8.7,16.8,inf,1.7,2.6,23.0,13.3,48.3,580.0,96.7
Reggie Perry,perryre01,PF,20,BRK,26,0,8.1,1.2,3.0,0.41,0.2,0.8,0.19,1.1,2.2,0.491,0.436,0.4,0.5,0.769,1.0,1.8,2.8,0.5,0.2,0.2,0.6,1.5,3.0,13.3,2.1,9.3,0.7,3.1,12.4,0.8,0.1,2.7,70.0,20.0,28.9,162.0,54.0
Theo Pinson,pinsoth01,SG,25,NYK,17,0,2.0,0.1,0.5,0.111,0.0,0.5,0.0,0.1,0.1,1.0,0.111,0.0,0.0,,0.0,0.3,0.3,0.1,0.0,0.0,0.1,0.2,0.1,1.8,-0.3,-5.4,0.1,1.8,-3.6,1.0,0.0,-0.2,-3.0,100.0,66.7,200.0,400.0
Mason Plumlee,plumlma01,C,30,DET,56,56,26.8,4.2,6.8,0.614,0.0,0.1,0.0,4.2,6.7,0.626,0.614,2.0,3.0,0.669,2.6,6.7,9.3,3.6,0.8,0.9,1.9,3.3,10.4,14.0,12.1,16.3,5.1,6.9,23.2,1.9,0.3,16.2,907.0,13.1,28.8,74.4,51.5
Jakob Poeltl,poeltja01,C,25,SAS,69,51,26.7,3.8,6.2,0.616,0.0,0.0,,3.8,6.2,0.616,0.616,0.9,1.8,0.508,3.2,4.8,7.9,1.9,0.7,1.8,1.2,2.5,8.6,11.6,10.1,13.6,4.8,6.5,20.1,1.6,0.7,13.9,959.0,14.4,33.8,140.5,62.1
Vincent Poirier,poirivi01,C,27,PHI,10,0,3.9,0.3,1.2,0.25,0.0,0.1,0.0,0.3,1.1,0.273,0.25,0.2,0.6,0.33299999999999996,0.6,0.8,1.4,0.2,0.0,0.3,0.4,0.8,0.8,7.4,0.3,2.8,0.3,2.8,5.6,0.5,0.4,0.2,2.0,30.0,27.9,195.0,97.5
Aleksej Pokusevski,pokusal01,PF,19,OKC,45,28,24.2,3.1,9.1,0.341,1.3,4.6,0.28,1.8,4.5,0.40299999999999997,0.41200000000000003,0.7,0.9,0.738,0.7,4.0,4.7,2.2,0.4,0.9,2.2,1.3,8.2,12.2,2.9,4.3,4.0,6.0,10.3,1.0,0.7,6.7,302.0,22.2,51.5,110.0,59.0
Jordan Poole,poolejo01,SG,21,GSW,51,7,19.4,4.0,9.3,0.43200000000000005,1.9,5.4,0.35100000000000003,2.1,3.9,0.545,0.535,2.1,2.3,0.882,0.3,1.5,1.8,1.9,0.5,0.2,1.0,1.7,12.0,22.3,7.9,14.7,0.5,0.9,15.6,1.9,0.1,8.2,418.0,15.5,107.8,102.1,32.3
Jontay Porter,portejo01,PF,21,MEM,11,0,4.9,0.7,1.4,0.5329999999999999,0.3,0.7,0.375,0.5,0.6,0.7140000000000001,0.633,0.3,0.5,0.6,0.4,0.9,1.3,0.1,0.3,0.1,0.6,1.1,2.0,14.7,1.2,8.8,0.2,1.5,10.3,0.2,0.1,1.2,13.0,14.0,37.7,490.0,49.0
Kevin Porter Jr.,porteke02,SG,20,HOU,26,23,32.1,6.0,14.1,0.425,1.9,6.2,0.311,4.1,7.9,0.515,0.493,2.7,3.6,0.7340000000000001,0.8,3.0,3.8,6.3,0.7,0.3,3.5,2.3,16.6,18.6,12.1,13.6,1.7,1.9,15.5,1.8,0.1,12.9,335.0,17.0,84.5,51.0,38.7
Michael Porter Jr.,portemi01,SF,22,DEN,61,54,31.3,7.3,13.4,0.542,2.8,6.3,0.445,4.5,7.1,0.628,0.6459999999999999,1.7,2.2,0.7909999999999999,1.5,5.8,7.3,1.1,0.7,0.9,1.3,2.1,19.0,21.9,14.2,16.3,5.3,6.1,22.4,0.8,0.4,19.0,1159.0,14.1,42.9,284.5,32.9
Otto Porter,porteot01,SF-PF,27,TOT,28,6,21.6,3.5,8.1,0.43200000000000005,1.4,3.7,0.375,2.1,4.4,0.48,0.518,1.3,1.5,0.857,1.0,4.4,5.4,2.0,0.6,0.1,0.9,1.5,9.7,16.2,7.2,12.0,3.6,6.0,18.0,2.2,0.1,10.6,297.0,16.7,40.0,108.0,44.5
Otto Porter,porteot01,SF,27,CHI,25,6,21.6,3.6,8.1,0.441,1.5,3.8,0.4,2.0,4.3,0.47700000000000004,0.535,1.2,1.5,0.838,1.1,4.4,5.5,2.0,0.5,0.2,1.0,1.5,9.9,16.5,7.5,12.5,3.6,6.0,18.5,2.0,0.1,10.8,270.0,16.4,39.3,108.0,43.6
Otto Porter,porteot01,PF,27,ORL,3,0,22.0,3.0,8.3,0.36,0.3,3.0,0.111,2.7,5.3,0.5,0.38,1.7,1.7,1.0,0.0,4.7,4.7,1.7,1.3,0.0,0.0,1.3,8.0,13.1,4.4,7.2,4.7,7.7,14.9,inf,0.0,9.1,27.0,20.8,46.8,129.4,55.0
Bobby Portis,portibo01,C,25,MIL,66,7,20.8,4.7,9.1,0.523,1.1,2.4,0.47100000000000003,3.6,6.7,0.542,0.585,0.8,1.1,0.74,1.9,5.2,7.1,1.1,0.8,0.4,0.8,1.7,11.4,19.7,9.2,15.9,4.7,8.1,24.0,1.4,0.2,13.6,898.0,16.0,29.3,189.1,36.5
